"","Close","Volume","SD.Short","SD.Mid","SD.Long","ATR.Short","ATR.Mid","ATR.Long","RSI.Short","RSI.Mid","RSI.Long","MACD.Short","MACD.Long","VWMA.Short","VWMA.Mid","VWMA.Long","DX.Short","DX.Long","CTI.Short","CTI.Long","SNR.Short","SNR.Mid","SNR.Long","Hurst.Mid","Hurst.Long","SAR"
"1998-09-25",4.22,242456.342045878,0.0426614580154033,0.19852791575326,0.166117220286086,0.0498087854211567,0.04515883086397,0.0576532321044193,17.598932907364,20.7884359363897,35.0986683795105,-4.48430208777053,-13.9348674674989,4.27357612879526,4.5182295584136,4.66198552869639,39.2533481633213,25.8474630075585,-0.941498799020036,-0.439930108779727,1.40537456210019,14.1722003815343,8.84599148017077,0.328668760460704,0.370177879957389,4.4079167122724
"1998-09-28",4.18,190320.012178958,0.0374165738677396,0.201208255061173,0.173349727453471,0.0465391902807712,0.0446898462399728,0.0571015686011562,41.2065824590673,27.2337937833084,36.519411565959,-4.22995820885765,-14.0817570234892,4.27138106216773,4.51402723004695,4.66002911906493,33.8095713922925,24.7998663131477,-0.942815580557127,-0.455226349672181,1.28923601029627,11.1882237704541,8.7563268794314,0.32426388480866,0.35989160706083,4.36233336981792
"1998-09-29",4.15,1942907.38963665,0.0300000000000001,0.205271017136347,0.181654511353657,0.0443594601871808,0.0442634965817934,0.05656714458237,28.8209245377158,24.9964653966806,35.7124190123402,-4.17523636503396,-14.2576838232777,4.18926180103503,4.46603995943053,4.63953535266385,36.419380349502,25.4306189182983,-0.950740199216866,-0.48213320119394,2.25431057046314,11.5219094600352,9.01583425794749,0.317697773135909,0.348596899799332,4.32586669585434
"1998-10-01",4.08,1427400.09134219,0.0391152144312158,0.208194048677579,0.188649090277883,0.0395729734581203,0.0429668150743576,0.0557369213141709,21.5379427399957,23.4098414349882,35.1117329314684,-4.18964606120773,-14.4447476054713,4.17439736667578,4.43766598659283,4.62366164145031,38.3341169605273,25.9042539737986,-0.957658501546431,-0.485954460984811,1.76888401055027,12.5678386695752,12.0207572324174,0.330812404999448,0.348702902259273,4.29669335668347
"1998-10-02",4.02,137526.376147527,0.052153619241621,0.212543552959769,0.199284948070329,0.049715315638747,0.0454243773403251,0.0561826425231031,11.4293476157421,20.1302869986877,33.7446396026702,-4.47350876101953,-14.7026041048313,4.16757506141389,4.43165746994885,4.62191499043137,42.5713193504859,27.0035400930799,-0.962920361445038,-0.510684764147303,3.41946938917765,13.428912749421,10.8574458694989,0.36206704875171,0.355710738025607,4.26442081821311
"1998-10-05",4.08,59008.1670413567,0.08,0.219897162111661,0.211365007535898,0.0531435437591648,0.0467494339457501,0.0563019349442562,7.12803580727948,17.7815619729514,32.620855858512,-4.86208404663484,-15.009380060457,4.16445551561804,4.42693265624173,4.62097634486091,45.9159340695403,27.9347454473732,-0.973852021611733,-0.534380728530561,3.01071378914974,13.476098998997,11.9001238707579,0.380329055413478,0.357603155948791,4.22015982184196
"1998-10-06",3.85,2074846.66338583,0.0634034699365895,0.218845455363673,0.220003141996834,0.0554290291727767,0.0479540308597729,0.0564174994772482,40.6382616144939,27.1335225772991,34.8601592029688,-4.61818191087904,-15.1768400721653,4.13152149851452,4.38210796554572,4.59789511072893,37.5071748639448,26.2975986649104,-0.979457080236136,-0.556992202922086,2.52575233752712,11.8863834755997,10.8122480728874,0.381903750553036,0.347935284100366,4.16811826816305
"1998-10-07",3.82,152973.071013542,0.113710157857599,0.232026271090561,0.237353884230798,0.113619352781851,0.0645036644179754,0.0618419526185842,13.2168762533826,18.3380952884501,30.8085828270307,-5.66611499334619,-15.6634089926175,4.09588723064274,4.27683693564862,4.59544443779733,49.2732610478278,29.796896182816,-0.984699767546999,-0.578737598499285,2.90443478087398,12.4023961618072,13.5830122502887,0.434105064412715,0.370133570400902,4.12960751844066
"1998-10-08",3.88,360681.818999118,0.126095202129185,0.234689257570618,0.25415714141956,0.0857462351879009,0.0613669676527049,0.0608468915992534,11.675481902433,17.5231130746742,30.3338988186747,-6.33273790104709,-16.1312501941252,4.03242375154214,4.24159629530455,4.58967484534751,50.548421237676,30.2359052323464,-0.984699767546999,-0.599560994550015,3.84856547085539,14.6658704906748,14.2981831468064,0.414897047309042,0.360118670405083,4.05131741327727
"1998-10-12",4.02,171048.990537604,0.113578166916005,0.231226543211878,0.266745188132242,0.0771641567919339,0.0612426978660954,0.0608204262367767,34.5681102339331,24.868869293109,32.4815973436153,-6.21294450445247,-16.4423697405563,4.02085226369293,4.23059685707085,4.58712526787325,42.9995541320827,28.6015657557065,-0.981784563730198,-0.619349802758444,2.59187695835622,12.5729274971454,13.317894170071,0.419779387554151,0.348450908766741,3.98192218929409
"1998-10-14",3.95,360771.451657915,0.113578166916005,0.213625172406517,0.273514233344983,0.0981094378612892,0.0684024526055412,0.0632947879168775,65.6913972045531,38.8481105979378,37.1485378823783,-5.13212562846267,-16.4864870787735,4.02076984210577,4.19774297448253,4.58248395861609,27.3542149843314,24.8857840852036,-0.971374654505756,-0.638021874208281,0,9.21019606757441,10.5853897619483,0.445785104253631,0.342402394177818,3.82
"1998-10-16",4.02,158754.377505949,0.0808084154033476,0.192792758212148,0.281811127389848,0.0887396252408593,0.0685476841868556,0.063504325794475,48.4184003449668,35.2416393919126,35.868901800882,-4.73746680156756,-16.6164650018236,3.90938866904021,4.18885371258076,4.58020882727636,31.3002828570879,25.9724996345023,-0.959663506628259,-0.655832388578313,1.46495998430409,10.2118694205898,11.6527494897738,0.437319396078202,0.335189637291089,3.82
"1998-10-19",3.95,196444.910530086,0.0878635305459551,0.173209204638289,0.287386211592372,0.082493083493906,0.0686797128971414,0.0637073156133977,63.0083587710734,41.2419361466803,38.0709531031514,-3.94230666624212,-16.6049155392623,3.93408520012932,4.18431737692793,4.57775642077149,24.2156130208785,24.147426284313,-0.937809302425713,-0.672454060027468,2.06077882896156,7.71698042468171,10.5168455702299,0.408086831794253,0.330461354987354,3.828
"1998-10-21",4.02,149552.09120279,0.0585662018573851,0.165003607464172,0.294387593657646,0.0783287223292705,0.0687997389974012,0.063903962000479,44.2388066288664,37.4272605622323,36.7677442361876,-3.75815474801376,-16.6852205687616,3.97607799619532,4.1785467240488,4.5758568907616,28.2790124396899,25.2478929084172,-0.917268709859749,-0.688354588811095,1.65967216283089,6.83142126480673,11.5798766905009,0.401366543240895,0.324651684213914,3.83568
"1998-10-23",3.88,440305.497563784,0.0383405790253613,0.15443136863684,0.299711843176229,0.0755524815528468,0.068908853634001,0.064094463187964,61.4598758148339,43.205765631747,38.9258176890801,-3.11813399673609,-16.6280389382946,4.00347297853842,4.1693533020796,4.57098971453935,21.441975973807,23.4283168208924,-0.880560308766325,-0.7315384985683,1.85301656706105,5.22429239517009,5.14865065695674,0.405031412994402,0.320325432079191,3.8430528
"1998-10-26",3.82,766374.171490795,0.0585662018573851,0.150020633501497,0.309018812903213,0.0970349877018978,0.0753716851218191,0.0664665112133401,31.9022120694972,35.910034327649,36.3636183306226,-3.47355009197985,-16.7785264824776,3.94469820098985,4.15061066748247,4.56081095555473,29.3496032077766,25.6242052367111,-0.857342620399055,-0.769233748033271,1.4427785617915,6.23576345998321,8.12439212081918,0.368022792109269,0.312944386099961,3.850130688
"1998-10-28",3.82,201673.482293244,0.0878635305459551,0.154260138973717,0.31836998445929,0.0846899918012652,0.0739742592016537,0.0662644327379232,24.3683319991438,33.2621819986314,35.3346834774477,-3.95323427389837,-16.9903558152323,3.92988359617154,4.1449084074693,4.5572039080039,32.4111655568928,26.5415986575311,-0.85864854975229,-0.783277891461918,1.53501018520654,5.81283279671407,13.1292152373938,0.358869451751837,0.305748863058919,4.02
"1998-10-29",3.88,90872.5772436893,0.0867179335547151,0.153334368526526,0.328072463365394,0.0564599945341768,0.0672493265469579,0.0641936692148631,24.3683319991438,33.2621819986314,35.3346834774477,-4.1342214843243,-17.1621982703919,3.91309036051791,4.14002528238839,4.55589925495702,32.4111655568928,26.5415986575311,-0.853332348740435,-0.815870307107999,3.54233119663046,6.84021719799377,11.3718378919362,0.360846589211686,0.298503062174181,4.02
"1998-10-30",3.95,1852826.56754567,0.0817312669668101,0.145755829745372,0.332118677855124,0.0576399963561179,0.0665902968608708,0.0640626170518986,50.6111053447839,38.7288112071814,37.2273234297237,-3.75966897740915,-17.2017296941729,3.89315313789631,4.0377901677083,4.53145899284665,26.3735787825755,24.9502734855111,-0.814932796572633,-0.815680843154224,1.21443449731534,6.0068811652204,14.6731439216491,0.355343870223831,0.295544466716422,4.012
"1998-11-02",4.02,95772.4959245918,0.0538516480713452,0.138380083895941,0.333751043960312,0.0617599975707454,0.066900269873519,0.0642481602690268,69.270554620749,44.5570024204959,39.3645866513086,-2.99374260923914,-17.105310779273,3.87639281155159,4.03534663478,4.5299512109901,19.6881973350579,23.1148690666567,-0.753295481770903,-0.814422878497539,1.13341973370085,4.03585815887528,13.5412437703592,0.372400303015264,0.294361070678491,4.00432
"1998-11-03",3.95,83089.4747048167,0.0867179335547151,0.126253712816693,0.330337846269439,0.0645066650471634,0.0671820635213808,0.0644279052606197,80.386001244106,49.8086880194898,41.4233213899861,-2.01299380595827,-16.8859558203445,3.88033724547512,4.03169412993552,4.51946971947779,13.3897568441762,21.3042814262712,-0.642193652191205,-0.810353926337155,2.1703183678406,3.42353282921717,14.4347390503854,0.378769115526104,0.267343314856209,3.82
"1998-11-04",3.88,83268.7400224107,0.0763544366752843,0.118697294067926,0.330769092456235,0.0663377766981087,0.0674382395648916,0.0646020332212253,52.1114123790268,45.1086190326527,40.0206795376733,-1.78226995227968,-16.7813222032542,3.88848345501091,4.02780556691423,4.45745973434002,17.9248151302077,22.4629708970062,-0.557757149252317,-0.808142957404143,1.95966772585109,3.41052793613755,13.4670683973791,0.3990405940498,0.267028427984826,3.82
"1998-11-05",3.95,226770.626756404,0.0585662018573852,0.106777472209397,0.335840951799023,0.0675585177987393,0.0676711268771742,0.064770719683062,34.1131940176802,40.8667087581182,38.669062064268,-2.01518277981463,-16.7806170768139,3.89031947944244,4.02145215080043,4.45322892067494,22.2021243943619,23.6059138524684,-0.490333966484342,-0.829546758418565,0.888118951613822,5.02429936798767,10.9617432610629,0.399194647568957,0.263355565504235,3.828
"1998-11-06",3.98,188572.175332417,0.0494974746830582,0.0944785185965068,0.339344568695483,0.0683723451991596,0.0678828426156129,0.0649341346929664,56.5982909055522,46.4101236763643,40.7351776345883,-1.6701143094371,-16.6470262105411,3.93515413450938,3.98680037481646,4.44977898186817,15.8621200871005,21.7818219075719,-0.37824434307572,-0.848647400906739,1.02380574772007,3.38819046371373,9.24013237162597,0.410809967022431,0.260850619724985,3.83568
"1998-11-09",4.02,92485.9651020353,0.0512835256198322,0.0832752178307682,0.341236869529763,0.0555815634661063,0.0644389478323754,0.0638424429838112,64.4069429815079,48.6782272545847,41.6054571597885,-1.22753114471624,-16.4583845951975,3.9391972080656,3.95739563136466,4.44761063535213,13.2188469732815,21.0041795260358,-0.228798151580768,-0.863956839376739,0.539747321399007,2.63815604876449,10.0246790393389,0.373960335135607,0.259508435471066,3.8430528
"1998-11-10",3.98,608008.202172966,0.0512835256198322,0.0793035158050865,0.342158444925289,0.0503877089774041,0.0622172253021594,0.063097366640567,73.8253925044403,51.6777925238296,42.7622911520226,-0.678711018175249,-16.2038935876383,3.97456931778542,3.95991552431561,4.43940186010902,9.71461313378156,19.9663062290864,-0.0199321688690159,-0.875913360679962,0,0.964363160018936,9.50911316819114,0.390011633071165,0.258857466815643,3.850130688
"1998-11-11",4.02,85001.638092486,0.0521536192416211,0.0777756235529334,0.34344419787018,0.0469251393182693,0.0601974775474176,0.0623755739330493,52.8486073307279,48.5560795684459,41.9053392945952,-0.56863878547182,-16.0207221385743,3.97665741938695,3.95969772327821,4.43713163368274,12.5564011201106,20.6578138798233,0.126963136137305,-0.887358956298322,0.639316162633532,0.664479669741835,10.2604266324979,0.396401601747079,0.257952179378544,3.85692546048
"1998-11-16",3.95,763371.477421096,0.0299999999999997,0.0733127676790468,0.343806289903135,0.0446167595455127,0.058361343224925,0.0616763372476415,66.9393938870438,51.76143419588,43.0827491266703,-0.24181070411764,-15.7713259437839,4.00831639496492,3.93114019811857,4.42812733624117,8.95548818693896,19.6077102382572,0.370864421001676,-0.895152498225218,3.13783433458874,1.02807777690723,9.72820415049768,0.329635471396083,0.257697845102839,3.8634484420608
"1998-11-17",3.98,108545.149803164,0.0299999999999997,0.0706331906333532,0.343883427300504,0.0530778396970083,0.05941940293175,0.0619364517086527,37.5124390672207,46.2179428676145,41.5611328390937,-0.461403011452621,-15.6426330773396,4.01113216220358,3.933181278534,4.4236190905356,14.0104232532434,20.8329138858113,0.275904125622394,-0.894997385374153,0,1.68295194946441,11.9477299649153,0.341865508146665,0.257643698228393,3.86971050437837
"1998-11-18",3.98,494906.725547622,0.0299999999999997,0.0653670952609731,0.343073738974268,0.0453852264646721,0.0567449117561363,0.0609384375927573,51.2806993140698,48.802814939742,42.4601785010366,-0.39842974304386,-15.4588618877937,4.00505000543932,3.94204656456954,4.4157084506533,11.2313404030496,20.036244084351,0.193734131792964,-0.892077116230661,0,2.81963607041292,11.6511027858119,0.367314870604113,0.258212668218273,3.87572208420323
"1998-11-19",3.98,157155.928424069,0.0248997991959772,0.0637442807892075,0.341884854090118,0.0302568176431148,0.0515862834146694,0.0590341114179836,51.2806993140698,48.802814939742,42.4601785010366,-0.348203054472918,-15.2749110973265,3.99695390186157,3.94434756464221,4.40909686479062,11.2313404030497,20.036244084351,0.128933404951869,-0.887965575520394,1.32201609805128,1.93849979840888,12.0269448111607,0.375572170359648,0.259050538646639,3.8814932008351
"1998-11-20",3.95,172796.827384145,0.0248997991959772,0.0622322837670058,0.340312798494639,0.0201712117620765,0.0468966212860631,0.0571892954361716,51.2806993140698,48.802814939742,42.4601785010366,-0.307222730410728,-15.0909869282553,3.99607666707753,3.94133574061024,4.40227652672174,11.2313404030497,20.036244084351,0.290770069966511,-0.882661861574584,0,0.852939911299899,12.414910772811,0.38345700966563,0.260162934569787,3.8870334728017
"1998-11-23",3.95,47804.084691732,0.0164316767251549,0.0622322837670058,0.338789598743973,0.0234474745080509,0.0453605648055119,0.0563396299537913,29.4102418810266,45.868579293207,41.7536346813955,-0.455662677803514,-14.9568683141365,3.97521969489359,3.94119653441786,4.4002906439776,13.6674640728743,20.5855813323146,0.220745167795677,-0.878564129656529,2.98539614473039,0,13.1346265605034,0.38345700966563,0.261245672283902,3.89235213388963
"1998-11-24",3.98,543831.218474316,0.0164316767251549,0.0602178584490554,0.337629154518005,0.015631649672034,0.0412368770959199,0.0545790165177353,29.4102418810266,45.868579293207,41.7536346813955,-0.532097987399294,-14.8181767445807,3.96746973212403,3.93972225311732,4.38209319083231,13.6674640728743,20.5855813323146,0.340740086395008,-0.876721084682355,0,1.69750972745037,12.8254418027583,0.394264923580484,0.262073824175451,3.89745804853405
"1998-11-25",3.95,2317347.82176111,0.0164316767251549,0.0606198144566766,0.335682810564908,0.0204210997813559,0.0402153428144726,0.0538109222515561,63.9773116641242,49.5395948074408,42.768409474344,-0.37955231258523,-14.6256959802361,3.97452009556579,3.94946672036992,4.35647765051362,10.3292891704605,19.7362653616584,0.336028511351245,-0.870539326931447,0,0.745983942954316,12.4510038476552,0.392079736675064,0.263469245666896,3.90235972659268
"1998-11-27",3.92,580162.322840032,0.0164316767251549,0.0584359641382077,0.333776817118375,0.0236140665209039,0.0392866752858842,0.0530668309311949,36.8844297128139,46.1005665655418,42.0128455339575,-0.458483438752499,-14.4846672243862,3.97040019581447,3.94625074220142,4.34787089458345,13.0116866117228,20.3066200498662,0.47073491481816,-0.866265584103652,1.27042921529178,1.78177459636424,13.1909139422251,0.404130981833549,0.264843601292888,3.90706533752898
"1998-11-30",3.78,114206.946083841,0.0212132034355964,0.0567995640492995,0.330341256312499,0.025742711013936,0.0384424320780765,0.0523459924645951,22.5563235188522,42.8299925901318,41.2604088939468,-0.675888510131617,-14.3902513819485,3.96834242645352,3.95161359779452,4.34065729256872,15.6607452507882,20.8779304768511,0.294490299881909,-0.859146584291544,2.33075684870636,1.04051689338385,15.2829273519093,0.413460154026668,0.26734082330262,3.91158272402782
"1998-12-01",3.61,107559.190556397,0.0789303490426846,0.0617637588296074,0.329585769283014,0.0638284740092907,0.0476749382527969,0.0550851802000765,6.06480547431063,31.3961236313251,37.9834061092529,-1.64793021570386,-14.5220033825236,3.96305153176079,3.9525307779917,4.33656124809643,26.6117347705747,23.4791982270854,0.013411768195727,-0.861299748158711,2.66338812949305,0.83901524503083,16.5198697125935,0.445824323966577,0.277359884879258,4.02
"1998-12-03",3.55,1698658.39441483,0.153525242224202,0.09254599885874,0.331588675420586,0.0992189826728604,0.0587953984116335,0.0586762683188241,2.60102968309865,23.1435590962605,34.5444204556497,-3.25262667821919,-14.9089894354246,3.84004942451754,3.89785877587411,4.30378153806376,37.0356014517196,26.462294300175,-0.241411827523086,-0.862159494950584,3.42676361761368,3.57170808725141,18.9173584449626,0.488894854372897,0.312439843916294,4.02
"1998-12-04",3.41,136689.804665421,0.179359973238178,0.124919021388906,0.333547089680462,0.0861459884485737,0.0589049076469396,0.0587176349338609,1.99716414508781,21.000484773368,33.4413312657104,-4.52848900593711,-15.3421308024696,3.70204306130657,3.89619790692527,4.26854951047209,40.1841482010796,27.4762504346646,-0.467908719816631,-0.862448454674062,4.99152668329642,5.60224967973692,20.436790435304,0.435229834342491,0.322699649882447,4.0036
"1998-12-07",3.51,270526.303025805,0.199323857076869,0.16702152698437,0.337736509457874,0.104097325632382,0.066277188769945,0.0612577088421777,1.10183861322383,16.9677413502372,31.0529653432366,-6.08781122442932,-15.9528913642118,3.60629778194235,3.88080709598521,4.26153404424588,46.7125397362253,29.7721050703561,-0.602977146353676,-0.862592934535801,5.18745315232208,8.14759964962298,22.5277769293557,0.42546451059451,0.344926980195982,3.976384
"1998-12-08",3.55,43920.0028105288,0.13718600511714,0.184105301131613,0.336283564785287,0.102731550421588,0.0693428988817682,0.0624684054408596,33.1913511926664,27.8533363739593,34.5020606383993,-6.2369051199339,-16.316281152078,3.58855294592574,3.87765706127346,4.25759821056918,35.611877381626,26.857359644239,-0.609009707632127,-0.862558435487673,3.99098425281667,7.35475453470104,20.9706009102507,0.393477499016281,0.345967565907172,3.93107328
"1998-12-09",3.55,229728.504496705,0.0740270220932869,0.195787785989977,0.3323838243002,0.0818210336143921,0.0666753626197892,0.0617662677708328,44.0783070858892,31.7880956881415,35.8275806537217,-5.89202936635194,-16.5573352363416,3.57617710393321,3.86861215406069,4.21510665661968,31.4350908675768,25.7097423939516,-0.707370215170183,-0.862352134766236,2.81101313244158,5.99921746629212,20.5613848113989,0.373269579151861,0.331027617571419,3.8893874176
"1998-12-10",3.55,97684.6593122611,0.0606630035524123,0.20633883368313,0.330504044917936,0.0545473557429281,0.0606139660179902,0.0598360719029942,44.0783070858892,31.7880956881415,35.8275806537217,-5.51235135016713,-16.7559521841256,3.49909701435261,3.86480742574425,4.21231157603263,31.4350908675768,25.7097423939516,-0.837251348753659,-0.862180324335726,1.09996166052062,5.4442898506601,19.5534225892501,0.356029340590047,0.332396508716559,3.851036424192
"1998-12-11",3.51,290021.406314152,0.0606630035524123,0.213596192225736,0.328475586547161,0.0363649038286187,0.0551036054709002,0.0579661946560257,44.0783070858892,31.7880956881415,35.8275806537217,-5.12155537665141,-16.9160300825605,3.50747258736775,3.85282518268316,4.19114690003016,31.4350908675768,25.7097423939516,-0.900948147604802,-0.862043001224218,0,7.25905313421347,19.6666351269877,0.344675297477339,0.333882432108628,3.81575351025664
"1998-12-14",3.48,184927.113874672,0.0219089023002067,0.220149299989154,0.326455227976235,0.0375766025524125,0.0537305504280911,0.0574047510730249,28.4379691834553,29.636748376256,35.0474278792556,-4.99933767507449,-17.1103475652726,3.53918340688439,3.84452287717596,4.18225669778982,33.7955664953666,26.408227648007,-0.912529605204035,-0.861970756929901,2.66123047874054,8.74735129745251,20.5557898596044,0.334749710510342,0.335371571484023,3.78329322943611
"1998-12-15",3.51,205094.462103996,0.0319374388453426,0.223970661343974,0.324131594144386,0.0350510683682749,0.051573227661901,0.0565483526019928,20.3246732106585,28.0695108920813,34.4663859545145,-4.9808118750027,-17.31837858064,3.52840730141314,3.82354548845821,4.17465674992004,35.5430689802892,26.9317846846821,-0.905643463749529,-0.861874431204145,0.855894025391623,10.4705488580254,21.3976171598916,0.3290972264217,0.337095682454711,3.75342977108122
"1998-12-16",3.58,194816.583895274,0.03,0.225265980353807,0.321146419941862,0.0333673789121832,0.0496120251471827,0.0557187165831806,44.2028828234158,32.023674436533,35.5690273456873,-4.62619101307974,-17.4342043491519,3.51961952013764,3.81505406931036,4.1671715516774,31.8877565105031,26.0207692712474,-0.902222983753289,-0.861749512813576,1.19877560971369,9.47350967040075,20.4599113171987,0.327203079827958,0.339328878498216,3.72595538939472
"1998-12-17",3.75,481656.030822132,0.0391152144312159,0.218897671244329,0.315457713280889,0.0455782526081222,0.0514654774065297,0.0561650066899562,72.7676622877407,40.4288547442004,38.0784680274867,-3.80656400010331,-17.3963897050292,3.53887098728044,3.78324658733893,4.14867646100217,23.7138158574194,23.9121657309002,-0.84312540839827,-0.85988797817691,0.65820864739896,8.5494203526843,19.0510081465253,0.314345521958864,0.343642644525419,3.70067895824314
"1998-12-18",3.92,172318.786537228,0.109224539367305,0.212898366094515,0.305852622896917,0.0870521684054148,0.0622413430968452,0.059722350230895,90.494570553919,55.2203892183617,43.5865924956662,-2.06297039078196,-17.044167206566,3.56563357692401,3.78045686513184,4.05619981303732,6.83034237153062,18.9986257705468,-0.781160004780132,-0.856912821212661,2.29747292529889,3.21329826846454,15.0697351413746,0.323473215791391,0.351105901894721,3.41
"1998-12-21",4.12,147385.968615196,0.184580605698432,0.209550539420514,0.291197889685865,0.11470144560361,0.0720375846334956,0.0631685267861796,95.190596825515,64.8271595422503,48.3309840877199,0.169586241739794,-16.4085338899293,3.61767574894607,3.77091503577777,4.03851324324734,6.55930006541425,14.3895305299214,-0.656871715780674,-0.838338362550525,3.57449723359979,0.832898552960389,12.6645347090005,0.328679269982278,0.349702262886001,3.41
"1998-12-22",4.08,289558.3042437,0.249459415536877,0.220419513439173,0.278761249282217,0.143134297069073,0.083670531484996,0.0674445103241115,97.4306391135228,72.4703067625543,53.1190883811586,2.79014556978263,-15.4662282873358,3.75276470656582,3.77910814369883,4.03456965738083,19.0867925260037,9.32740723079644,-0.384975543159782,-0.784072188384177,4.47132527357263,1.67322948133902,7.85831192862149,0.384208815710035,0.360237134207209,3.4304
"1998-12-23",4.12,293442.386124904,0.226715680975093,0.227300933314657,0.265125828747643,0.108756198046049,0.0797004831681782,0.066586869376483,85.4858009202066,69.163822563815,52.1219118942896,4.0031818832317,-14.6706324803879,3.85629207178237,3.78545108088225,4.0162636025851,15.8257790624682,10.1355963401167,-0.139826280727759,-0.729805851440696,5.24108060267659,1.25469753789305,8.56024626683098,0.374111262568071,0.372341770596386,3.471776
