"","Date","Price"
"1962","2020-06-08","140.74"
"1963","2020-06-09","140.08"
"1964","2020-06-10","141.04"
"1965","2020-06-11","142.78"
"1966","2020-06-12","142.88"
"1967","2020-06-15","143.25"
"1968","2020-06-16","144.74"
"1969","2020-06-17","144.9"
"1970","2020-06-18","144.92"
"1971","2020-06-19","144.58"
"1972","2020-06-22","142.54"
"1973","2020-06-23","140.47"
"1974","2020-06-24","138.46"
"1975","2020-06-25","137.56"
"1976","2020-06-26","137.75"
"1977","2020-06-29","138.79"
"1978","2020-06-30","137.68"
"1979","2020-07-01","137.73"
"1980","2020-07-02","137.77"
"1981","2020-07-03","139.57"
"1982","2020-07-06","137.99"
"1983","2020-07-07","135.14"
"1984","2020-07-08","134.4"
"1985","2020-07-09","132.51"
"1986","2020-07-10","132.38"
"1987","2020-07-13","132.63"
"1988","2020-07-14","131.54"
"1989","2020-07-15","131.9"
"1990","2020-07-16","131.98"
"1991","2020-07-17","132.25"
"1992","2020-07-20","132.22"
"1993","2020-07-21","130.79"
"1994","2020-07-22","131.03"
"1995","2020-07-23","132.44"
"1996","2020-07-24","134.59"
"1997","2020-07-27","137.37"
"1998","2020-07-28","134.8"
"1999","2020-07-29","134.48"
"2000","2020-07-30","133.23"
"2001","2020-08-03","129.61"
"2002","2020-08-04","128.16"
"2003","2020-08-05","127.01"
"2004","2020-08-06","129.59"
"2005","2020-08-07","130.58"
"2006","2020-08-10","130.21"
"2007","2020-08-11","129.24"
"2008","2020-08-12","130.76"
"2009","2020-08-13","129.7"
"2010","2020-08-14","129.46"
"2011","2020-08-17","131.4"
"2012","2020-08-18","130.51"
"2013","2020-08-19","130.85"
"2014","2020-08-20","131.56"
"2015","2020-08-21","131.75"
"2016","2020-08-24","132.52"
"2017","2020-08-25","133.89"
"2018","2020-08-26","135.24"
"2019","2020-08-27","137.26"
"2020","2020-08-28","138.74"
"2021","2020-08-31","139.68"
"2022","2020-09-01","140.26"
"2023","2020-09-02","141"
"2024","2020-09-03","141.25"
"2025","2020-09-04","139.27"
"2026","2020-09-07","137.58"
"2027","2020-09-08","136.93"
"2028","2020-09-09","137.41"
"2029","2020-09-10","140.28"
"2030","2020-09-11","140.87"
"2031","2020-09-14","140.62"
"2032","2020-09-15","141.04"
"2033","2020-09-16","140.65"
"2034","2020-09-17","139.8"
"2035","2020-09-18","140.24"
"2036","2020-09-21","139.54"
"2037","2020-09-22","139.77"
"2038","2020-09-23","139.63"
"2039","2020-09-24","139.71"
"2040","2020-09-25","140.37"
"2041","2020-09-28","140.09"
"2042","2020-09-29","140"
"2043","2020-09-30","139.89"
"2044","2020-10-01","139.88"
"2045","2020-10-02","140.22"
"2046","2020-10-05","140.33"
"2047","2020-10-06","139.72"
"2048","2020-10-07","141.02"
"2049","2020-10-08","139.61"
"2050","2020-10-09","140.07"
"2051","2020-10-12","140.14"
"2052","2020-10-13","139.97"
"2053","2020-10-14","139.74"
"2054","2020-10-15","139.65"
"2055","2020-10-16","139.65"
"2056","2020-10-19","139.7"
"2057","2020-10-21","139.79"
"2058","2020-10-22","140.72"
"2059","2020-10-23","141.21"
"2060","2020-10-26","139.8"
"2061","2020-10-27","139.99"
"2062","2020-10-28","139.88"
"2063","2020-10-29","139.64"
"2064","2020-10-30","140.04"
"2065","2020-11-02","140.76"
"2066","2020-11-03","140.58"
"2067","2020-11-04","140.19"
"2068","2020-11-05","140.9"
"2069","2020-11-06","141.32"
"2070","2020-11-09","139.75"
"2071","2020-11-10","140.91"
"2072","2020-11-11","144.1"
"2073","2020-11-12","143.3"
"2074","2020-11-13","143.93"
"2075","2020-11-16","144.47"
"2076","2020-11-17","144.51"
"2077","2020-11-18","144.08"
"2078","2020-11-19","142.38"
"2079","2020-11-20","143.72"
"2080","2020-11-23","143.75"
"2081","2020-11-24","142.98"
"2082","2020-11-25","143.93"
"2083","2020-11-26","143.98"
"2084","2020-11-27","143.3"
"2085","2020-11-30","145.2"
"2086","2020-12-01","144.39"
"2087","2020-12-02","146.22"
"2088","2020-12-03","146.76"
"2089","2020-12-04","148.12"
"2090","2020-12-07","146.75"
"2091","2020-12-08","146.57"
"2092","2020-12-09","146.59"
"2093","2020-12-10","145.97"
"2094","2020-12-11","147.12"
"2095","2020-12-14","147.48"
"2096","2020-12-15","146.96"
"2097","2020-12-16","146.23"
"2098","2020-12-17","146.32"
"2099","2020-12-18","148.04"
"2100","2020-12-21","147.52"
"2101","2020-12-22","149.06"
"2102","2020-12-23","149.82"
"2103","2020-12-24","150.18"
"2104","2020-12-28","150.29"
"2105","2020-12-29","150.6"
"2106","2020-12-30","150.97"
"2107","2020-12-31","152.11"
"2108","2021-01-04","152.04"
"2109","2021-01-05","152.49"
"2110","2021-01-06","153.82"
"2111","2021-01-07","153.94"
"2112","2021-01-08","154.18"
"2113","2021-01-11","153.92"
"2114","2021-01-12","153.88"
"2115","2021-01-13","154.53"
"2116","2021-01-14","158.26"
"2117","2021-01-15","158.19"
"2118","2021-01-18","157.56"
"2119","2021-01-19","157.16"
"2120","2021-01-20","155.64"
"2121","2021-01-21","154.17"
"2122","2021-01-22","154.84"
"2123","2021-01-25","157.07"
"2124","2021-01-26","157.45"
"2125","2021-01-27","156.95"
"2126","2021-01-28","156.56"
"2127","2021-01-29","155.59"
"2128","2021-02-01","153.78"
"2129","2021-02-02","154.84"
"2130","2021-02-03","157.22"
"2131","2021-02-04","158.33"
"2132","2021-02-05","157.11"
"2133","2021-02-08","157.06"
"2134","2021-02-09","158.68"
"2135","2021-02-10","158.6"
"2136","2021-02-11","162.5"
"2137","2021-02-12","164.02"
"2138","2021-02-15","165.79"
"2139","2021-02-16","164.48"
"2140","2021-02-17","165.04"
"2141","2021-02-18","164.31"
"2142","2021-02-19","165.55"
"2143","2021-02-22","165.86"
"2144","2021-02-23","165.89"
"2145","2021-02-24","165.85"
"2146","2021-02-25","165.64"
"2147","2021-02-26","165.39"
"2148","2021-03-01","165.2"
"2149","2021-03-02","164.92"
"2150","2021-03-03","163.43"
"2151","2021-03-04","162.79"
"2152","2021-03-05","161.67"
"2153","2021-03-08","157.92"
"2154","2021-03-09","158.6"
"2155","2021-03-10","162.7"
"2156","2021-03-11","162.85"
"2157","2021-03-12","162.08"
"2158","2021-03-15","162.52"
"2159","2021-03-16","162.82"
"2160","2021-03-17","163.33"
"2161","2021-03-18","165.42"
"2162","2021-03-19","166.94"
"2163","2021-03-22","167.5"
"2164","2021-03-23","169.11"
"2165","2021-03-24","168.96"
"2166","2021-03-25","168.85"
"2167","2021-03-26","166.48"
"2168","2021-03-29","161.28"
"2169","2021-03-30","160.97"
"2170","2021-03-31","158.62"
"2171","2021-04-01","160.68"
"2172","2021-04-06","159.85"
"2173","2021-04-07","159.79"
"2174","2021-04-08","157.77"
"2175","2021-04-09","158.59"
"2176","2021-04-12","159.41"
"2177","2021-04-13","160.05"
"2178","2021-04-14","161.38"
"2179","2021-04-15","164.32"
"2180","2021-04-16","165.08"
"2181","2021-04-19","163.73"
"2182","2021-04-20","164.82"
"2183","2021-04-21","166.18"
"2184","2021-04-22","165.98"
"2185","2021-04-23","165.61"
"2186","2021-04-26","166.08"
"2187","2021-04-27","166.42"
"2188","2021-04-28","168.04"
"2189","2021-04-29","169.19"
"2190","2021-04-30","169.15"
"2191","2021-05-03","169.61"
"2192","2021-05-04","170.07"
"2193","2021-05-05","169.69"
"2194","2021-05-06","170.51"
"2195","2021-05-07","171.09"
"2196","2021-05-10","171.45"
"2197","2021-05-11","168.95"
"2198","2021-05-12","167.4"
"2199","2021-05-13","165.76"
"2200","2021-05-17","164.44"
"2201","2021-05-18","162.62"
"2202","2021-05-19","161.58"
"2203","2021-05-20","163.93"
"2204","2021-05-21","165.76"
"2205","2021-05-24","172.2"
"2206","2021-05-25","174.73"
"2207","2021-05-26","172.68"
"2208","2021-05-27","168.94"
"2209","2021-05-28","172.69"
"2210","2021-05-31","169.97"
"2211","2021-06-02","171.19"
"2212","2021-06-03","170.94"
"2213","2021-06-04","169.87"
"2214","2021-06-07","170.18"
"2215","2021-06-08","171.54"
"2216","2021-06-09","171.77"
"2217","2021-06-10","172.48"
"2218","2021-06-11","172.33"
"2219","2021-06-14","172.9"
"2220","2021-06-15","173.34"
"2221","2021-06-16","174.17"
"2222","2021-06-17","173.48"
"2223","2021-06-18","172.38"
"2224","2021-06-21","172.7"
"2225","2021-06-22","172.94"
"2226","2021-06-23","172.3"
"2227","2021-06-24","171.61"
"2228","2021-06-25","171.62"
"2229","2021-06-28","171.83"
"2230","2021-06-29","172.09"
"2231","2021-06-30","173.53"
"2232","2021-07-01","174.87"
"2233","2021-07-02","171.21"
"2234","2021-07-05","173.97"
"2235","2021-07-06","173.93"
"2236","2021-07-07","174.8"
"2237","2021-07-08","175.64"
"2238","2021-07-09","175.22"
"2239","2021-07-12","174.44"
"2240","2021-07-13","174.84"
"2241","2021-07-14","176.15"
"2242","2021-07-15","178.78"
"2243","2021-07-16","178.65"
"2244","2021-07-19","178.61"
"2245","2021-07-21","178.89"
"2246","2021-07-22","179.01"
"2247","2021-07-23","178.98"
"2248","2021-07-26","179.45"
"2249","2021-07-27","177.14"
"2250","2021-07-28","176.92"
"2251","2021-07-29","177.81"
"2252","2021-07-30","177.52"
"2253","2021-08-02","176.16"
"2254","2021-08-03","175.16"
"2255","2021-08-04","175.37"
"2256","2021-08-05","175.89"
"2257","2021-08-06","178.5"
"2258","2021-08-09","180.46"
"2259","2021-08-10","180.53"
"2260","2021-08-11","180.56"
"2261","2021-08-12","180.67"
"2262","2021-08-13","181.18"
"2263","2021-08-16","182.96"
"2264","2021-08-17","187.46"
"2265","2021-08-18","185.93"
"2266","2021-08-19","184.47"
"2267","2021-08-20","186.33"
"2268","2021-08-23","187.86"
"2269","2021-08-24","188.2"
"2270","2021-08-25","187.22"
"2271","2021-08-26","187.4"
"2272","2021-08-27","187.2"
"2273","2021-08-30","185.71"
"2274","2021-08-31","182.33"
"2275","2021-09-01","182.03"
"2276","2021-09-02","180.97"
"2277","2021-09-03","179.47"
"2278","2021-09-06","178.84"
"2279","2021-09-07","177.65"
"2280","2021-09-08","178.74"
"2281","2021-09-09","179.98"
"2282","2021-09-10","180.14"
"2283","2021-09-13","180.3"
"2284","2021-09-14","180.23"
"2285","2021-09-15","179.81"
"2286","2021-09-16","180.52"
"2287","2021-09-17","182.75"
"2288","2021-09-20","181.64"
"2289","2021-09-21","178.2"
"2290","2021-09-22","178.2"
"2291","2021-09-23","178.33"
"2292","2021-09-24","177.81"
"2293","2021-09-27","178.07"
"2294","2021-09-28","177.2"
"2295","2021-09-29","177.04"
"2296","2021-09-30","178.31"
"2297","2021-10-01","181.23"
"2298","2021-10-04","181.92"
"2299","2021-10-05","179.69"
"2300","2021-10-06","179.49"
"2301","2021-10-07","177.7"
"2302","2021-10-08","175.82"
"2303","2021-10-12","176.09"
"2304","2021-10-13","176.17"
"2305","2021-10-14","177.1"
"2306","2021-10-15","178.86"
"2307","2021-10-18","178.36"
"2308","2021-10-19","176.35"
"2309","2021-10-21","177.39"
"2310","2021-10-22","178.54"
"2311","2021-10-25","176.59"
"2312","2021-10-26","175.77"
"2313","2021-10-27","175.82"
"2314","2021-10-28","177.85"
"2315","2021-10-29","177.96"
"2316","2021-11-01","175.83"
"2317","2021-11-02","174.85"
"2318","2021-11-03","175.04"
"2319","2021-11-04","173.4"
"2320","2021-11-05","170.94"
"2321","2021-11-08","170.41"
"2322","2021-11-09","171.03"
"2323","2021-11-10","172.48"
"2324","2021-11-11","172.42"
"2325","2021-11-12","171.47"
"2326","2021-11-15","170.83"
"2327","2021-11-16","170.54"
"2328","2021-11-17","169.7"
"2329","2021-11-18","169.5"
"2330","2021-11-19","168.43"
"2331","2021-11-22","164.81"
"2332","2021-11-23","163.78"
"2333","2021-11-24","161.84"
"2334","2021-11-25","162.14"
"2335","2021-11-26","164.77"
"2336","2021-11-29","164.77"
"2337","2021-11-30","163.9"
"2338","2021-12-01","163.2"
"2339","2021-12-02","162.24"
"2340","2021-12-03","160.03"
"2341","2021-12-06","159.06"
"2342","2021-12-07","157.53"
"2343","2021-12-08","158.96"
"2344","2021-12-09","160.03"
"2345","2021-12-10","162.77"
"2346","2021-12-14","163.11"
"2347","2021-12-15","163.13"
"2348","2021-12-16","163.31"
"2349","2021-12-17","163.64"
"2350","2021-12-20","164.09"
"2351","2021-12-21","164.92"
"2352","2021-12-22","166.79"
"2353","2021-12-23","170.12"
"2354","2021-12-24","170.57"
"2355","2021-12-28","169.1"
"2356","2021-12-29","167.88"
"2357","2021-12-30","165.27"
"2358","2021-12-31","166.46"
"2359","2022-01-03","167.1"
"2360","2022-01-04","169.24"
"2361","2022-01-05","170.67"
"2362","2022-01-06","171.8"
"2363","2022-01-07","171.74"
"2364","2022-01-10","168.1"
"2365","2022-01-11","167.58"
"2366","2022-01-12","165.84"
"2367","2022-01-13","164.86"
"2368","2022-01-14","165.09"
"2369","2022-01-17","164.48"
"2370","2022-01-18","164.3"
"2371","2022-01-19","163.07"
"2372","2022-01-20","164.58"
"2373","2022-01-21","164.66"
"2374","2022-01-24","164.13"
"2375","2022-01-25","161.95"
"2376","2022-01-26","160.34"
"2377","2022-01-27","160.02"
"2378","2022-01-28","161.04"
"2379","2022-01-31","163.29"
"2380","2022-02-01","165.25"
"2381","2022-02-02","165.93"
"2382","2022-02-03","166.62"
"2383","2022-02-04","167.02"
"2384","2022-02-07","166.84"
"2385","2022-02-08","168.83"
"2386","2022-02-09","167.48"
"2387","2022-02-10","168.62"
"2388","2022-02-11","167.94"
"2389","2022-02-14","167.14"
"2390","2022-02-15","165.03"
"2391","2022-02-16","165.95"
"2392","2022-02-17","166.62"
"2393","2022-02-18","166.97"
"2394","2022-02-21","167.04"
"2395","2022-02-22","166.63"
"2396","2022-02-23","163.46"
"2397","2022-02-24","157.54"
"2398","2022-02-25","160.03"
"2399","2022-02-28","160.25"
"2400","2022-03-01","160.53"
"2401","2022-03-02","162.48"
"2402","2022-03-03","164.36"
"2403","2022-03-04","164.64"
"2404","2022-03-07","162.37"
"2405","2022-03-08","160.44"
"2406","2022-03-09","157.92"
"2407","2022-03-10","157.85"
"2408","2022-03-11","159.05"
"2409","2022-03-14","159.21"
"2410","2022-03-15","159.48"
"2411","2022-03-16","159.18"
"2412","2022-03-17","157.68"
"2413","2022-03-18","156.89"
"2414","2022-03-21","159.09"
"2415","2022-03-22","160.86"
"2416","2022-03-23","160.11"
"2417","2022-03-24","159.36"
"2418","2022-03-25","160.43"
"2419","2022-03-28","159"
"2420","2022-03-29","158.98"
"2421","2022-03-30","157.93"
"2422","2022-03-31","155.74"
"2423","2022-04-01","156.08"
"2424","2022-04-04","158.24"
"2425","2022-04-05","158.61"
"2426","2022-04-06","157.73"
"2427","2022-04-07","157.42"
"2428","2022-04-08","157.28"
"2429","2022-04-11","154.99"
"2430","2022-04-12","156.5"
"2431","2022-04-13","158.52"
"2432","2022-04-14","158.22"
"2433","2022-04-19","157.23"
"2434","2022-04-20","157.29"
"2435","2022-04-21","156.69"
"2436","2022-04-22","154.85"
"2437","2022-04-25","153.98"
"2438","2022-04-26","152.35"
"2439","2022-04-27","151.23"
"2440","2022-04-28","150.17"
"2441","2022-05-04","149.3"
"2442","2022-05-05","147.58"
"2443","2022-05-06","144.73"
"2444","2022-05-09","144.98"
"2445","2022-05-10","144.6"
"2446","2022-05-11","145.18"
"2447","2022-05-12","143.6"
"2448","2022-05-13","139.65"
"2449","2022-05-16","139.97"
"2450","2022-05-17","140.35"
"2451","2022-05-18","137.26"
"2452","2022-05-19","133.44"
"2453","2022-05-20","132.52"
"2454","2022-05-23","129.06"
"2455","2022-05-24","128.34"
"2456","2022-05-25","129.02"
"2457","2022-05-26","130.18"
"2458","2022-05-27","129.84"
"2459","2022-05-30","129.68"
"2460","2022-05-31","128.75"
"2461","2022-06-02","128.66"
"2462","2022-06-03","129.41"
"2463","2022-06-06","129.74"
"2464","2022-06-07","129.88"
"2465","2022-06-08","130.02"
"2466","2022-06-09","129.88"
"2467","2022-06-10","129.89"
"2468","2022-06-13","129"
"2469","2022-06-14","128.23"
"2470","2022-06-15","126.15"
"2471","2022-06-16","123.98"
"2472","2022-06-17","121.81"
"2473","2022-06-20","121.6"
"2474","2022-06-21","120.41"
"2475","2022-06-22","118.62"
"2476","2022-06-23","118.3"
"2477","2022-06-24","117.21"
"2478","2022-06-27","116.88"
"2479","2022-06-28","117.9"
"2480","2022-06-29","122.83"
"2481","2022-06-30","124.47"
"2482","2022-07-01","124.94"
"2483","2022-07-04","129.18"
"2484","2022-07-05","132.19"
"2485","2022-07-06","133.01"
"2486","2022-07-07","134.05"
"2487","2022-07-08","135.39"
"2488","2022-07-12","138.45"
"2489","2022-07-13","139.36"
"2490","2022-07-14","144.58"
"2491","2022-07-15","142.33"
"2492","2022-07-18","138.52"
"2493","2022-07-19","135.38"
"2494","2022-07-20","133.83"
"2495","2022-07-21","135.07"
"2496","2022-07-22","136.57"
"2497","2022-07-25","138.08"
"2498","2022-07-26","136.58"
